Excel (v.1.4),,"m6+ | m4+
T,,Tina's Hippity Hopper,,,Any,TRUE,Raging Titan,Slaughter Shaft,Slaughter Shaft,Rubberized. Releases 2 mirv grenades every bounce,,,,"Hare today, bomb tomorrow.",,"Denis Hornsey ""Here today, bomb tomorrow"""
A H t,,Tran-fusion,,,Any,TRUE,Power Troopers,Rare Enemy,Atlas HQ,Heals for 120% of hp dmg dealt. Heals shields for 60% shield dmg,,,,"Here go, hell come.",,The Fashion Show (2009) Quote
H T t V,,Widowmaker,,,Any,TRUE,Max,Maliwannabees,Meridian Outskirts,Proximity grenade. Spawns homing rockets,,,,"À la vie, à la mort.",,Overwatch Character & Quote
t,,Cheddar Shredder,,,N,,Deluxe Edition,,,"""Enemies drop a holy metric buttload of cash when damaged""",,,,Make it rain.,,"Meaning raining cash on strippers, popularized by rap & hip-hop artists ~2005-2010"
V,,Diamond Butt Bomb,,,N,,Deluxe Edition,,,Throw Buttstallion model that explodes with rainbows,,,,"Bye bye, Li'l Butt Stallion!",,Parks & Recreation S3E16
T,,Ultraball,,,N,,Deluxe Edition,,,Explodes into bouncing grenades & bouncy balls,,,,Do not taunt Happy Fun Ball.,,SNL Season 16: Happy Fun Ball (1991)
,,,,,,,,,,,,,,,,
"C
L
A
S
S

M
O
D",Amara,Breaker,,,TRUE,Skag of Survival,,Survival,Gradient of Dawn,Up to 29% dmg reduction while close to enemy,,,,"The closer we are to danger, the further we are from harm.",,Lord of the Rings: The Two Towers Pippin Quote
,,Dragon,,,TRUE,Tink of Cunning,,Cunning,Ghostlight Beacon,Melee kill triggers Amara's action skill augment,,,,Fatality.,,Mortal Kombat
,,Elementalist,,,TRUE,Sera of Supremacy,,Supremacy,Hall Obsidian,Phasegrasp applies Action Skill Element to nearby enemies,,,,Firmly grasp it.,,Spongbob S1E3: Jellyfishing Quote
,,Golden Rule,,,TRUE,Jackpot,,All Bets Off,VIP Tower,Increases Action skill cooldown rate [5%] for 8s when taking damage,,,,I can do this all day.,,Captain America: The First Avenger Quote
,,Muse,,,TRUE,Evil Lilith,,Siege of Castle C,Castle Crimson,Melee dmg projects elemental melee,,,,Ascend the brightest heaven of invention.,,Henry V by Shakespeare
,,Nimbus,,,TRUE,Sera of Supremacy,,Supremacy,Hall Obsidian,First dmg from Action Skill creates cloud of Action Skill Element,,,,It's a terrible day for rain.,,Fullmetal Alchemist: Brotherhood Quote
,,Phasezerker,,,TRUE,Hag of Fervor,,Fervor,Skydrowned Pulpit,"On AS, gain max Rush stacks, but decay over time. +3%dmg & +10% cooldown/stack",,,,I'm always angry.,,The Avengers (2012) Quote
,,Spiritual Driver,,,,Sylestro,,Crew Challenge,Tazandeer Ruins,"On Action Skill, apply skill element to self. +Gun dmg while moving",,,,Only on the brink can we see so clearly.,,Nocturne by Tesseract
,,Stone,,,TRUE,World Drop Only,,,Xylourgos,"When hurt, +10% chance to gain Rush stack. +3% dmg reduction/stack",,,,She's mighty mighty.,,Brick House by The Commodores
,Fl4k,Bounty Hunter,,,TRUE,Lt. Preston,,Footsteps of Giants,Tazendeer Ruins,3% Hunt Kill Skill chance / Bosses as regular enemies,,,,The world is made up of two classes — the hunters and the huntees.,,The Most Dangerous Game Quote
,,Cosmic Stalker,,,TRUE,Tyrant of Instinct,,Instinct,Wayward Tether,FL4K's Hunt Skill Power is increased by 25%,,,,Like a bird from the snare of the fowler...,,Bible - Psalm 124:7 Quote
,,DE4DEYE,,,TRUE,Vice (Grogan),,Rare Enemy,The Anvil,FL4K & their pets deal +35% dmg against enemies above 75% HP,,,,Cut them down to size.,,Phrase meaning to deflate someone's self worth
,,Friend-Bot,,,TRUE,Arbalest of Discipline,,Discipline,Precipice Anchor,On enemy kill pet gains Second Wind. Pet dmg +20%,,,,"Don't worry, the dog lives.",,
,,Peregrine,,,TRUE,Dr. Benedict,,Inhuman Trials,Benediction of Pain,"When Fl4k's Rakk hit enemies, they drop a nade",,,,Rakk-Shalak in the ak-ak-pack. I win again.,,"Fuzion Frenzy ""Zak Sherlack and the ACAC Pack win again!"""
,,R4kk P4k,,,,Tink of Cunning,,Cunning,Ghostlight Beacon,"Whenever Fl4k's Rakk hits an enemy, they split into two more Rakk",,,,Hail and well met!,,
,,Rakk Commander,,,TRUE,Azalea,,Witch's Brew,Jakobs Estate,Rakk Attack! gains 1 extra charge,,,,Get ready to rakk.,,"[""get ready to rock""][?]"
,,Red Fang,,,TRUE,Tyrant of Instinct,,Instinct,Wayward Tether,"While Gamma Burst is active, FL4K's pet taunts all enemies",,,,Mean and green.,,
,,St4ckbot,,,TRUE,Jackpot,,All Bets Off,VIP Tower,"On critical hit, gain +5% wpn dmg until miss on crit. Effect stacks",,,,"If you can make God bleed, people will cease to believe in them.",,Iron Man 2 (2010) Quote
,,Tr4iner,,,TRUE,World Drop Only,,,Xylourgos,25% chance for pet to confuse enemy for 20 sec instead of kill,,,,This is my cause.,,Pokémon (1997)
,Moze,Bear Trooper,,,TRUE,Anointed X-4,,Malevolent Practice,The Anvil,"Decreases fuel use, increases Iron Bear's duration",,,,Rocket 'til the wheels fall off.,,"""'til the wheels fall off"" is an expression meaning ""as long as possible"""
,,Blast Master,,,TRUE,King Gnasher,,Raiders of the Lost Rock,Ambermire,"The longer going without reloading, the more splash dmg Moze deals",,,,Slow and steady wins the arms race.,,"The Tortoise and the Hare ""Slow and steady wins the race"""
,,Bloodletter,,,TRUE,Skag of Survival,,Survival,Gradient of Dawn,"If Moze is healed, she gains shields instead",,,,Ideas are bulletproof.,,V is for Vendetta (2006) Quote
,,Flare,,,TRUE,Evil Mordecai,,Siege of Castle C,Castle Crimson,Gain up to +100% dmg while IB is active,,,,That's what the flair's about. It's about fun.,,Office Space (1999) Quote
,,Sapper,,,TRUE,World Drop Only,,,Xylourgos,"Gain up to 12% Life Steal. Longer fire duration, greater the lifesteal",,,,To each according to their needs.,,Karl Marx Quote
,,Green Monster,,,TRUE,Jackpot,,All Bets Off,VIP Tower,Bonus corrosive dmg to weapons after firing for a few seconds,,,,We often smilin' at sights of violence.,,Run the Jewels by Run the Jewels
,,Mind Sweeper,,,TRUE,Archer Rowe,,Dynasty Diner,Meridian Metroplex,Crit hit has 25% chance to drop Micro grenade that explodes,,,,Brain blast!,,Jimmy Neutron catchphrase
,,Raging Bear,,,,Billy,,Lair of the Harpy,Jakobs Estate,"IB kills decreases Fuel Usage. IB takes damage, +IB dmg",,,,You won't just be strong. You'll be unbeatable.,,The Adventure Zone podcast E68
,,Rocketeer,,,TRUE,Tumorhead,,Proof of Wife,Lectra City,Auto bear lasts remaining duration. Removes refunded cooldown,,,,Chew 'em up!,,Borderlands 2 Axton Quote
,Zane,Antifreeze,,,,Arbalest of Discipline,,Discipline,Precipice Anchor,"While sliding or airborne, gain +40% wpn dmg and +20% dmg reduction",,,,Jet propulsion disengage.,,Silent Flight Parliment by Between the Buried and Me
,,Cold Warrior,,,TRUE,Tremendous Rex,,Cistern Slaughter,Cistern Slaughter,Random Status Effect applied to enemies Zane freezes,,,,A song of ice and radiation and acid and lightning and fire,,Game of Thrones Novels: A Song of Ice and Fire
,,Conductor,,,TRUE,World Drop Only,,,Xylourgos,Gain up to 25% bonus shock dmg based on remaining AS duration,,,,Half a league onward.,,The Charge of the Light Brigade (1854) poem by Alfred Tennyson
,,Executor,,,TRUE,Baron Noggin,,Crew Challenge,Meridian Metroplex," Kill skill: On kill +Accuracy, Handling, Crit, Status Effect dmg & chance",,,,Have a plan to kill everyone you meet.,,"US Government official, James Norman Matthis Quote"
,,Hustler,,,TRUE,Locomöbius,,What Love Remains,Sapphire's Run ,Non-crits grant stacks: +25% crit dmg. +5% non-crit as crit. Stacks 5x,,,,Every day I'm hustlin'.,,Party Rock Anthem (feat. Lauren Bennett & GoonRock) by LMFAO
,,Infiltrator,,,TRUE,Skrakk,,Crew Challenge,Ascension Bluff,Weapon dmg & shield increase ~20%. Higher bonus with low shield,,,,"When the leaves hang trembling, the wind is passing through.",,The Wind by Christina Rossetti
,,Seein' Dead,,,TRUE,Jackpot,,All Bets Off,VIP Tower,4% chance to auto activ. all kill skills on wpn dmg. +25% Kill skill effect,,,,"Musha rain dum a doo, dum a da.",,Whiskey in the Jar by Metallica
,,Shockerator,,,TRUE,Hag of Fervor,,Fervor,Skydrowned Pulpit, +Binary System augment. Shock Nova on getting meleed,,,,"There's a spark between us, can you feel it?",,
,,Techspert,,,TRUE,Rachel,,The Great Vault,C. of the Twin Gods,Kill skill: +5% chance on kill to recharge SNTNL cooldown & duration,,,,"If you love something, set it free.",,"Common phrase, origin unknown. As well as: ""If you love someone, set them free"""
,,,,,,,,,,,,,,,,
(A - Z) (2560x1440),,,Godroll Stats:,,,,Dmg,Fire rate,Dmg x Fire rate,notes,,,,,,
9-Volt,,,,,,,[____]x3,,0,,,,,,,
AAA,,,,,,,[____]x2,,0,,,,,,,
Aesclepius,,,,,,,,,0,,,,,,,
Alchemist,,,,,,,,,0,,,,,,,
Amazing Grace,,,Fixed parts,,,,,2.1,0,,,,,,,
Anarchy,,,,,,,[____]x20,,0,[____] with full dmg bonus (+300% dmg),,,,,,
Antifreeze,,,,,,,,,0,,,,,,,
ASMD,,,,,,,,,0,,,,,,,
AutoAimè,,,,,,,,,0,,,,,,,
Baby Maker++,,,,,,,,,0,,,,,,,
Back Ham,,,,,,,,,0,,,,,,,
BackBurner,,,,,,,,,0,,,,,,,
Badass Combustor,,,,,,,,,0,,,,,,,
Band of Sitorak,,,,,,,,,0,,,,,,,
Bangarang XL,,,,,,,,,0,,,,,,,
Barrage,,,,,,,,,0,,,,,,,
Beacon,,,,,,,,,0,,,,,,,
Bear Trooper,,,,,,,,,0,,,,,,,
Bearcat,,,,,,,,,0,,,,,,,
Bekah,,,,,,,,,0,,,,,,,
Big Boom Blaster,,,,,,,,,0,,,,,,,
Bitch,,,,,,,,,0,,,,,,,
Bite Size,,,,,,,,,0,,,,,,,
Black Hole,,,,,,,,,0,,,,,,,
Blast Master,,,,,,,,,0,,,,,,,
Blind Sage,,,,,,,,,0,,,,,,,
Blood-Starved Beast,,,,,,,,,0,,,,,,,
Bloodletter,,,,,,,,,0,,,,,,,
Bloom,,,,,,,,,0,,,,,,,
Boomer,,,,,,,,,0,,,,,,,
Bounty Hunter,,,,,,,,,0,,,,,,,
Brainstormer,,,,,,,,,0,,,,,,,
Breaker,,,,,,,,,0,,,,,,,
Breath of the Dying,,,,,,,,,0,,,,,,,
Breeder,,,,,,,,,0,,,,,,,
Brightside,,,,,,,,,0,,,,,,,
Carrier,,,,,,,,,0,,,,,,,
Chandelier,,,,,,,,,0,,,,,,,
Cheap Tips,,,,,,,,,0,,,,,,,
Cheddar Shredder,,,,,,,,,0,,,,,,,
Chupa's Organ,,,,,,,,,0,,,,,,,
Clairvoyance,,,,,,,,,0,,,,,,,
Cloud Kill,,,,,,,,,0,,,,,,,
Cocky Bastard,,,,,,,,,0,,,,,,,
Cold Warrior,,,,,,,,,0,,,,,,,
Commander Planetoid,,,,,,,,,0,,,,,,,
Complex Root,,,,,,,,,0,,,,,,,
Conductor,,,,,,,,,0,,,,,,,
Conference Call,,,,,,,,,0,,,,,,,
Contained Blast,,,,,,,,,0,,,,,,,
Convergence,,,,,,,,,0,,,,,,,
Cosmic Crater,,,,,,,,,0,,,,,,,
Cosmic Stalker,,,,,,,,,0,,,,,,,
Crader's EM-P5,,,,,,,,,0,,,,,,,
Craps,,,,,,,,,0,,,,,,,
Creamer,,,,,,,,,0,,,,,,,
Creeping Death,,,,,,,,,0,,,,,,,
Crossbow,,,,,,,,,0,,,,,,,
Crossroad,,,,,,,,,0,,,,,,,
Cutsman,,,,,,,,,0,,,,,,,
Damned,,,,,,,,,0,,,,,,,
DE4DEYE,,,,,,,,,0, ,,,,,,
Deathless,,,,,,,,,0,,,,,,,
Destructo Spinner,,,,,,,,,0,,,,,,,
Devastator,,,,,,,,,0,,,,,,,
Devils Foursum,,,,,,,,,0,,,,,,,
Devoted,,,,,,,,,0,,,,,,,
Diamond Butt Bomb,,,,,,,,,0,,,,,,,
D.N.A.,,,,,,,,,0,,,,,,,
Dowsing Rod,,,,,,,,,0,,,,,,,
Dragon,,,,,,,,,0,,,,,,,
Echo,,,,,,,,,0,,,,,,,
Electric Banjo,,,,,,,,,0,,,,,,,
Elementalist,,,,,,,,,0,,,,,,,
Ember's Purge,,,,,,,,,0,,,,,,,
Embrace the Pain,,,,,,,,,0,,,,,,,
EMP,,,,,,,,,0,,,,,,,
Epicenter,,,,,,,,,0,,,,,,,
Eridian Fabricator,,,n/a,,,,,,0,,,,,,,
Executor,,,,,,,,,0,,,,,,,
Face-puncher,,,,,,,,,0,,,,,,,
Faisor,,,,,,,,,0,,,,,,,
Fastball,,,,,,,,,0,,,,,,,
Faulty Star,,,,,,,,,0,,,,,,,
Fearmonger,,,limited,,,,,,0,,,,,,,
Firestorm (grenade),,,,,,,,,0,,,,,,,
Firestorm (sniper),,,,,,,,,0,,,,,,,
Firewall,,,limited,,,,,,0,,,,,,,
Fish Slap,,,limited,,,,,,0,,,,,,,
Flakker,,,,,,,,,0,,,,,,,
Flama Diddle,,,,,,,,,0,,,,,,,
Flare,,,,,,,,,0,,,,,,,
Flipper,,,,,,,,,0,,,,,,,
Freeman,,,,,,,,,0,,,,,,,
Frequency,,,,,,,,,0,,,,,,,
Friend-Bot,,,,,,,,,0,,,,,,,
Front Loader,,,,,,,,,0,,,,,,,
Frozen Devil,,,,,,,,,0,,,,,,,
Frozen Heart,,,,,,,,,0,,,,,,,
Gargoyle,,,,,,,,,0,,,,,,,
Gatling Gun,,,,,,,,,0,,,,,,,
Ghast Call,,,limited,,,,,,0,,,,,,,
Girth Blaster Elite,,,,,,,,,0,,,,,,,
Globetrottr,,,,,,,,,0,,,,,,,
Golden Rule,,,,,,,,,0,,,,,,,
Good Juju,,,,,,,,,0,,,,,,,
Grave,,,,,,,,,0,,,,,,,
Grease Trap,,,limited,,,,,,0,,,,,,,
Green Monster,,,,,,,,,0,,,,,,,
Gunerang XL,,,,,,,,,0,,,,,,,
Hand of Glory,,,,,,,,,0,,,,,,,
Handsome Jackhammer,,,,,,,,,0,,,,,,,
Headsplosion,,,,,,,,,0,,,,,,,
Heart Breaker,,,,,,,,,0,,,,,,,
Hellfire,,,,,,,,,0,,,,,,,
Hellshock,,,,,,,,8.82,0,,,,,,,
Hellwalker,,,Fixed parts,,,,,4.2,0,,,,,,,
Hex,,,,,,,,,0,,,,,,,
Hive,,,,,,,,,0,,,,,,,
Hornet,,,,,,,,,0,,,,,,,
Hunter-Seeker,,,,,,,,,0,,,,,,,
Hustler,,,,,,,,,0,,,,,,,
Hydrafrost,,,,,,,,,0,,,,,,,
Hyper-Hydrator,,,,,,,,,0,,,,,,,
Hyperfocus XZ41,,,,,,,,,0,,,,,,,
Ice Pick,,,n/a,,,,,,0,,,,,,,
Iceburger,,,limited,,,,,,0,,,,,,,
Impaler,,,,,,,,,0,,,,,,,
Infiltrator,,,,,,,,,0,,,,,,,
Infinity,,,,,,,,,0,,,,,,,
Insider,,,,,,,,,0,,,,,,,
ION CANNON,,,,,,,,,0,,,,,,,
ION LASER,,,,,,,,,0,,,,,,,
It's Piss,,,low lvl favorable,,,,,,0,,,,,,,
Jericho,,,,,,,,,0,,,,,,,
Juliet's Dazzle,,,,,,,,,0,,,,,,,
Kaos,,,,,,,,,0,,,,,,,
Kaoson,,,,,,,,,0,,,,,,,
Kill-o'-the-Wisp,,,,,,,,,0,,,,,,,
King's/Queen's Call,,,,,,,,,0,,,,,,,
Krakatoa,,,,,,,,,0,,,,,,,
Kyb's Worth,,,,,,,,,0,,,,,,,
Laser-Sploder,,,,,,,,,0,,,,,,,
Launch Pad,,,,,,,,,0,,,,,,,
Lead Sprinkler,,,,,,,,,0,,,,,,,
Light Show,,,,,,,,8.2,0,,,,,,,
Lightspeed,,,,,,,,,0,,,,,,,
Linc,,,,,,,,,0,,,,,,,
Linoge,,,,,,,,,0,,,,,,,
Little Yeeti,,,,,,,,,0,,,,,,,
Loaded Dice,,,,,,,,,0,,,,,,,
Long Musket,,,,,,,,,0,,,,,,,
Love Drill,,,,,,,,,0,,,,,,,
Lovable Rogue,,,,,,,,,0,,,,,,,
Lucian's Call,,,,,,,,,0,,,,,,,
Lucky 7,,,,,,,,,0,,,,,,,
Lunacy,,,,,,,,,0,,,,,,,
Lyuda,,,,,,,,,0,,,,,,,
Maggie,,,,,,,,,0,,,,,,,
Magnificent,,,,,,,,,0,,,,,,,
Major Kong,,,,,,,,,0,,,,,,,
Malak's Bane,,,,,,,,,0,,,,,,,
Manic Pixie Dream Gun,,,n/a,,,,,,0,,,,,,,
Messy Breakup,,,,,,,,,0,,,,,,,
Mind-Killer,,,,,,,,,0,,,,,,,
Mind Sweeper,,,,,,,,,0,,,,,,,
Miscreant,,,,,,,,,0,,,,,,,
Mongol,,,,,,,,,0,,,,,,,
Monocle,,,,,,,,,0,,,,,,,
Moonfire,,,,,,,,,0,,,,,,,
Mother Too,,,,,,,,,0,,,,,,,
Moxxi's Bouncing Pair,,,,,,,,,0,,,,,,,
Moxxi's Endowment,,,,,,,,,0,can roll with additional +% xp bonus,,,,,,
Multi-tap,,,,,,,,,0,,,,,,,
Muse,,,,,,,,,0,,,,,,,
Mutant,,,,,,,,,0,,,,,,,
Nagata,,,,,,,,,0,,,,,,,
Narp,,,,,,,,,0,,,,,,,
Needle Gun,,,limited,,,,,,0,,,,,,,
Nemesis,,,,,,,,,0,,,,,,,
Night Flyer,,,,,,,,,0,,,,,,,
Night Hawkin,,,,,,,,,0,,,,,,,
Nimble Jack,,,,,,,,,0,,,,,,,
Nimbus,,,,,,,,,0,,,,,,,
NoPewPew,,,limited,,,,,,0,,,,,,,
Nothingness,,,,,,,,,0,,,,,,,
Nova Berner,,,,,,,,,0,,,,,,,
Nukem,,,,,,,,,0,,,,,,,
Occultist,,,,,,,,,0,,,,,,,
Ogre,,,,,,,,,0,,,,,,,
Old God,,,,,,,,,0,,,,,,,
Oldridian,,,,,,,,,0,,,,,,,
One Pump Chump,,,,,,,,,0,,,,,,,
O.P.Q System,,,limited,,,,,,0,,,,,,,
Otto Idol,,,,,,,,,0,,,,,,,
P2P Networker,,,n/a,,,,,,0,,,,,,,
P.A.T. Mk. III,,,,,,,,,0,,,,,,,
Pain is Power,,,,,,,,,0,,,,,,,
Peregrine,,,,,,,,,0,,,,,,,
Pestilence,,,,,,,,,0,,,,,,,
Phasezerker,,,,,,,,,0,,,,,,,
Phebert,,,,,,,,,0,,,,,,,
Phoenix Tears,,,,,,,,,0,,,,,,,
Plaguebearer,,,,,,,,,0,,,,,,,
Plumage,,,,,,,,,0,,,,,,,
Plus Ultra,,,,,,,,,0,,,,,,,
Polyaimorous,,,limited,,,,,,0,,,,,,,
Polybius,,,,,,,,,0,,,,,,,
Portals and Shite,,,n/a,,,,,,0,,,,,,,
Predatory Lending,,,,,,,,,0,,,,,,,
Prompt Critical,,,,,,,,,0,,,,,,,
Proprietary License,,,,,,,,,0,,,,,,,
Psycho Stabber,,,,,,,,,0,,,,,,,
Pull Out Method,,,,,,,,,0,,,,,,,
Quadomizer,,,,,,,,,0,,,,,,,
Quasar,,,,,,,,,0,,,,,,,
R4kk P4k,,,,,,,,,0,,,,,,,
Raging Bear,,,,,,,,,0,,,,,,,
Rakk Commander,,,,,,,,,0,,,,,,,
Re-Charge Berner,,,,,,,,,0,,,,,,,
Re-Charger,,,,,,,,,0,,,,,,,
Re-Router,,,,,,,,,0,,,,,,,
Rebel Yell,,,,,,,,,0,,,,,,,
Rebound,,,,,,,,,0,,,,,,,
Rectifier,,,,,,,,,0,,,,,,,
Recursion,,,,,,,,,0,,,,,,,
Red Card,,,,,,,,,0,,,,,,,
Red Card Re-Charger,,,,,,,,,0,,,,,,,
Red Fang,,,,,,,,,0,,,,,,,
Red Queen,,,,,,,,,0,,,,,,,
Red Suit,,,,,,,,,0,,,,,,,
Redistributor,,,,,,,,,0,,,,,,,
Redline,,,,,,,,,0,,,,,,,
Reflux,,,,,,,,,0,,,,,,,
Rico,,,,,,,,,0,,,,,,,
Ripper,,,,,,,,,0,,,,,,,
Robin's Call,,,,,,,,,0,,,,,,,
Rocket Boots,,,,,,,,,0,,,,,,,
Rocketeer,,,,,,,,,0,,,,,,,
Roisen's Thorns,,,,,,,,,0,,,,,,,
Rough Rider,,,,,,,,,0,,,,,,,
Rowan's Call,,,,,,,,,0,,,,,,,
Ruby's Wrath,,,,,,,,,0,,,,,,,
R.Y.N.A.H.,,,n/a,,,,,,0,,,,,,,
S3RV-8OS-EXECUTE,,,,,,,,,0,,,,,,,
Safeguard,,,,,,,,,0,,,,,,,
Sand Hawk,,,,,,,,,0,,,,,,,
Sapper,,,,,,,,,0,,,,,,,
Satisfaction,,,,,,,,,0,,,,,,,
Sawbar,,,,,,,,,0,,,,,,,
Scorpio XL,,,,,,,,,0,,,,,,,
Scourge,,,,,,,,,0,,,,,,,
Scoville,,,,,,,,,0,,,,,,,
Scream of Terror,,,limited,,,,,,0,,,,,,,
Seein' Dead,,,,,,,,,0,,,,,,,
Seeryul Killer,,,,,,,,,0,,,,,,,
Sellout,,,,,,,,,0,,,,,,,
Septimator Prime,,,,,,,,,0,,,,,,,
Seventh Sense,,,,,,,,,0,,,,,,,
SF Force,,,,,,,,,0,,,,,,,
Shocker,,,,,,,,,0,,,,,,,
Shockerator,,,,,,,,,0,,,,,,,
Shooting Star,,,,,,,,,0,,,,,,,
Shredifier,,,,,,,,,0,,,,,,,
Sickle,,,,,,,,,0,,,,,,,
SkekSil,,,,,,,,,0,,,,,,,
Skullmasher,,,,,,,,,0,,,,,,,
Sledge's Shotgun,,,,,,,,,0,,,,,,,
Sleeping Giant,,,,,,,,,0,,,,,,,
Slow Hand,,,,,,,,,0,,,,,,,
Smart-Gun XXL,,,,,,,,,0,,,,,,,
Smog,,,,,,,,,0,,,,,,,
Snowshoe,,,,,,,,,0,,,,,,,
Soulrender,,,,,,,,,0,,,,,,,
Spade,,,,,,,,,0,,,,,,,
Spiritual Driver,,,,,,,,,0,,,,,,,
Splatter Gun,,,,,,,,,0,,,,,,,
St4ckbot,,,,,,,,,0,,,,,,,
Stalker,,,limited,,,,,,0,,,,,,,
Star Helix,,,,,,,,,0,,,,,,,
Static Charge,,,,,,,,,0,,,,,,,
Stauros' Burn,,,,,,,,,0,,,,,,,
Stinger,,,,,,,,,0,,,,,,,
Stone,,,,,,,,,0,,,,,,,
Stonethrower,,,,,,,,,0,,,,,,,
Stop-Gap,,,,,,,,,0,,,,,,,
Storm,,,,,,,,,0,,,,,,,
Storm Front,,,,,,,,,0,,,,,,,
Superball,,,,,,,,,0,,,,,,,
Surge,,,,,,,,,0,,,,,,,
Tankman's Shield,,,,,,,,,0,,,,,,,
Techspert,,,,,,,,,0,,,,,,,
Ten Gallon,,,,,,,,,0,,,,,,,
The Blanc,,,,,,,,,0,,,,,,,
The Boring Gun,,,,,,,,,0,,,,,,,
The Butcher,,,,,,,,,0,,,,,,,
The Companion,,,Fixed parts,,,,,11.55,0,,,,,,,
The Dictator,,,,,,,,,0,,,,,,,
The Duc,,,,,,,,,0,,,,,,,
The Flood,,,,,,,,,0,,,,,,,
The Garcia,,,,,,,,,0,,,,,,,
The Horizon,,,,,,,,,0,,,,,,,
The Lob,,,,,,,,,0,,,,,,,
The Monarch,,,,,,,[____]x8,,0,Bipod doubles weapon dmg,,,,,,
The ... Knowledge,,,,,,,,,0,,,,,,,
The Tidal Wave,,,,,,,,,0,,,,,,,
The Transformer,,,,,,,,,0,,,,,,,
Thunderball Fists,,,,,,,,,0,,,,,,,
Tiggs' Boom,,,,,,,,,0,,,,,,,
Tina's Hippity Hopper,,,,,,,,,0,,,,,,,
T.K's Wave,,,,,,,,,0,,,,,,,
Torch,,,,,,,,,0,,,,,,,
Tr4iner,,,,,,,,,0,,,,,,,
Tran-fusion,,,,,,,,,0,,,,,,,
Trevonator,,,,,,,,,0,,,,,,,
Try-Bolt,,,,,,,,,0,,,,,,,
Tsunami,,,,,,,,,0,,,,,,,
Tunguska,,,,,,,,,0,,,,,,,
Ultraball,,,,,,,,,0,,,,,,,
Unforgiven,,,,,,,,,0,,,,,,,
Unkempt Harold,,,,,,,[____]x3,,0,x3 better than x4 as it can roll bonus +dmg%,,,,,,
Unleash the Dragon,,,,,,,,,0,,,,,,,
Unseen Threat,,,,,,,,,0,,,,,,,
Vanquisher,,,,,,,,,0,,,,,,,
Vault Hero,,,limited,,,,,,0,,,,,,,
Version 0.m,,,,,,,,,0,,,,,,,
Victory Rush,,,,,,,,,0,,,,,,,
Void Rift,,,,,,,,,0,,,,,,,
Vosk's Deathgrip,,,,,,,,,0,,,,,,,
Wagon Wheel,,,,,,,,,0,,,,,,,
Ward,,,low lvl favorable,,,,,,0,,,,,,,
Warlord,,,,,,,,,0,,,,,,,
Wattson,,,limited,,,,,,0,,,,,,,
Web Slinger,,,,,,,,,0,,,,,,,
Wedding Invitation,,,limited,,,,,,0,,,,,,,
Westergun,,,,,,,,,0,,,,,,,
Whiskey Tango Foxtrot,,,,,,,,,0,,,,,,,
White Elephant,,,,,,,,,0,,,,,,,
Widowmaker,,,,,,,,,0,,,,,,,
Woodblocker,,,,,,,,,0,,,,,,,
Yellowcake,,,limited,,,,,,0,,,,,,,
Zheitsev's Eruption,,,,,,,,,0,,,,,,,
Total: 342,,,,,,,,,0,,,,,,,
Imgur Album,,,,,,,,,0,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,Main game,205,,,,,,,
,,,,,,,,DLC,84,,,,,,,
,,,,,,,,Events,40,,,,,,,
,,,,,,,,Deluxe / VIP,7,,,,,,,
,,,,,,,,Game files,6,"(Rynah)(Bite Size, Dream Gun, Ice Pick, P2P Networker, Portals and Shite,)",,,,,,